file,main,res,task,f,corpus
lena_lyon_day1_sacha_10h10,0.1,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h10,102.97,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h10,34.93,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h10,73.87,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h10,0.1,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h10,42.91,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h45,0.05,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h45,35.76,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h45,21.66,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h45,0.05,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h45,62.73,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h45,37.06,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h45,61.11,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h45,37.06,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h50,29.54,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h50,0.04,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h50,29.18,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h50,0.04,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h50,82.22,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h50,82.22,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h50,118.1,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_10h50,104.33,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h50,54.84,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h50,0.07,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h50,72.95,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h50,51.35,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h50,0.07,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h50,72.95,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h50,111.06,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h50,116.95,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h55,48.42,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h55,0.06,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h55,48.42,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h55,91.2,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h55,54.06,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h55,46.44,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h55,0.06,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_14h55,97.9,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h50,48.82,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h50,92.53,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h50,94.62,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h50,47.14,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h50,0.08,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h50,48.99,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h50,48.82,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h50,0.08,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h55,40.2,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h55,43.53,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h55,209.22,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h55,0.07,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h55,0.07,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h55,166.63,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h55,166.63,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_16h55,227.15,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h30,57.86,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h30,0.04,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h30,111.28,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h30,95.02,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h30,0.04,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h30,42.13,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h30,51.38,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h30,57.86,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h35,85.24,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h35,36.57,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h35,50.92,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h35,0.05,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h35,108.07,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h35,85.24,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h35,0.05,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_18h35,125.99,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h45,21.58,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h45,71.78,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h45,70.87,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h45,0.04,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h45,21.58,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h45,49.75,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h45,50.8,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h45,0.04,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h50,0.04,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h50,69.94,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h50,63.2,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h50,55.43,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h50,0.04,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h50,58.09,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h50,19.01,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day1_sacha_19h50,19.01,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h10,120.66,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h10,88.64,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h10,0.12,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h10,88.64,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h10,0.12,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h10,98.67,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h10,47.06,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h10,37.77,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h15,147.5,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h15,188.52,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h15,179.62,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h15,147.5,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h15,47.22,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h15,45.46,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h15,0.09,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h15,0.09,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h55,121.26,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_babytrain_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-det,det,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h55,165.36,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
lena_lyon_day2_nohlan_10h55,49.86,_export_fs01_jsalt19_output_rttms_pipeline_v1_lda120_plda_voxceleb_jsalt19_spkdiar_babytrain_eval_gtvad_plda_scores_tbest_clean.pyannote-der,diar,babytrain_test.txt,babytrain
